x		y_analytical	y		z_analytical	z
___________________________________________________________________________
0.000000	10.000000	10.000000	19.000000	19.000000
0.250000	15.078125	15.076054	21.687500	21.686266
0.500000	20.875000	20.870207	24.750000	24.746853
0.750000	27.484375	27.475994	28.187500	28.181673
1.000000	35.000000	34.986927	32.000000	31.990633
1.250000	43.515625	43.496494	36.187500	36.173637
1.500000	53.125000	53.098156	40.750000	40.730591
1.750000	63.921875	63.885357	45.687500	45.661396
2.000000	76.000000	75.951508	51.000000	50.965961
2.250000	89.453125	89.390007	56.687500	56.644192
2.500000	104.375000	104.294220	62.750000	62.696007
2.750000	120.859375	120.757500	69.187500	69.121323
3.000000	139.000000	138.873184	76.000000	75.920074
3.250000	158.890625	158.734573	83.187500	83.092186
3.500000	180.625000	180.434982	90.750000	90.637604
3.750000	204.296875	204.067688	98.687500	98.556274
4.000000	230.000000	229.725967	107.000000	106.848152
4.250000	257.828125	257.503082	115.687500	115.513191
4.500000	287.875000	287.492279	124.750000	124.551346
4.750000	320.234375	319.786774	134.187500	133.962601
5.000000	355.000000	354.479828	144.000000	143.746902
