For N=10
x		y_analytical	y		z_analytical	z
_____________________________________________________________________________
1.000000	2.718282	2.718282	2.000000	2.000000
1.400000	7.948192	7.886486	1.428571	1.418676
1.800000	19.600855	19.294903	1.111111	1.095213
2.200000	43.681068	42.611713	0.909091	0.888174
2.600000	91.014893	87.860725	0.769231	0.743634
3.000000	180.769913	172.415024	0.666667	0.636526
3.400000	346.385193	325.885010	0.588235	0.553603
3.800000	645.485535	598.022827	0.526316	0.487205
4.200000	1176.347412	1071.392944	0.476190	0.432590
4.600000	2105.089355	1881.519165	0.434783	0.386665
